company_size,company_country,position_country,position_employmentType,position_workSetting,position_name,employee_gender,employee_age_gap,employee_country,interview_date,interview_score,interview_duration,interviewer_name,interviewer_gender,candidate_name,candidate_gender,candidate_country
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2021-06-30,9,20,Interviewer First,Male,Emma Wilson,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2023-08-14,10,34,Interviewer First,Male,Daniel Wilson,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,28-37,United States,2022-11-24,9,19,Interviewer First,Male,James White,Male,United States
M,Spain,Spain,Full-time,Office,Data Scientist,Female,28-37,Spain,2023-11-30,10,32,Interviewer First,Male,Charlotte Taylor,Female,Spain
M,Spain,Spain,Full-time,Office,Data Scientist,Male,18-27,Spain,2022-01-14,9,59,Interviewer Second,Female,Michael Harris,Male,Spain
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,18-27,United States,2023-11-16,9,51,Interviewer Second,Female,Ava Johnson,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,38-47,United States,2023-09-30,9,56,Interviewer Second,Female,Emily Taylor,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,18-27,United States,2024-03-31,8,29,Interviewer Second,Female,Charlotte Taylor,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,38-47,United States,2021-05-08,8,37,Interviewer First,Male,Ethan White,Male,United States
M,United States,United States,Full-time,Office,Research Engineer,Male,18-27,United States,2024-01-05,10,26,Interviewer First,Male,William Anderson,Male,United States
M,United States,United States,Full-time,Office,Research Engineer,Female,18-27,United States,2023-09-01,10,38,Interviewer Second,Female,Ethan Williams,Female,United States
M,Poland,Poland,Full-time,Remote,Data Analyst,Male,18-27,Poland,2022-04-23,10,44,Interviewer Second,Female,Elizabeth Wilson,Male,Poland
M,Poland,Poland,Full-time,Remote,Data Analyst,Female,28-37,Poland,2020-03-31,8,31,Interviewer First,Male,John Davis,Female,Poland
S,United Kingdom,United Kingdom,Full-time,Remote,Data Analyst,Female,28-37,United Kingdom,2024-02-26,10,30,Interviewer First,Male,John Jones,Female,United Kingdom
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2023-06-02,8,60,Interviewer First,Male,John Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2023-08-26,10,56,Interviewer Second,Female,Emily Thompson,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2022-04-08,10,60,Interviewer First,Male,Daniel White,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2020-09-06,10,49,Interviewer Second,Female,Emma Williams,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2024-01-14,8,39,Interviewer First,Male,Emily Wilson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2023-02-27,9,60,Interviewer Second,Female,Charlotte Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2024-03-06,9,34,Interviewer Second,Female,James Anderson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2023-07-28,10,47,Interviewer First,Male,Emily Anderson,Female,United States
M,United Kingdom,United Kingdom,Full-time,Office,Data Product Owner,Female,18-27,United Kingdom,2024-03-16,9,24,Interviewer First,Male,Emma White,Female,United Kingdom
M,United Kingdom,United Kingdom,Full-time,Office,Data Product Owner,Female,18-27,United Kingdom,2023-10-20,10,19,Interviewer Second,Female,Joseph Johnson,Female,United Kingdom
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2020-08-03,8,33,Interviewer Second,Female,Elizabeth Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2023-03-03,8,38,Interviewer Second,Female,Olivia Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2023-05-20,8,36,Interviewer Second,Female,Mia Taylor,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2024-02-08,9,18,Interviewer Second,Female,William Martin,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,18-27,United States,2023-09-11,8,26,Interviewer Second,Female,David Martin,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,18-27,United States,2022-10-04,8,32,Interviewer Second,Female,Sophia Smith,Female,United States
M,Canada,Canada,Full-time,Office,Machine Learning Engineer,Male,18-27,Canada,2023-05-01,10,52,Interviewer First,Male,Abigail Thompson,Male,Canada
M,Canada,Canada,Full-time,Office,Machine Learning Engineer,Male,38-47,Canada,2023-01-11,8,31,Interviewer First,Male,Ethan Thomas,Male,Canada
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2021-12-15,9,37,Interviewer First,Male,David Moore,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2021-03-23,10,18,Interviewer First,Male,Elizabeth Williams,Female,United States
M,United Kingdom,United Kingdom,Full-time,Office,Data Analyst,Male,28-37,United Kingdom,2023-11-07,9,44,Interviewer Second,Female,Isabella Brown,Male,United Kingdom
M,United Kingdom,United Kingdom,Full-time,Office,Data Analyst,Female,18-27,United Kingdom,2023-06-06,10,19,Interviewer First,Male,Elizabeth Wilson,Female,United Kingdom
M,United States,United States,Full-time,Remote,Data Analyst,Male,28-37,United States,2024-01-29,9,26,Interviewer Second,Female,Alexander Jackson,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,38-47,United States,2021-10-17,10,31,Interviewer First,Male,Mia White,Male,United States
M,United States,United States,Full-time,Remote,Analytics Engineer,Female,38-47,United States,2022-11-01,10,49,Interviewer First,Male,Abigail Johnson,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,28-37,United States,2024-03-28,9,27,Interviewer First,Male,Michael Wilson,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,38-47,United States,2023-09-08,9,51,Interviewer First,Male,Emily Williams,Male,United States
L,United States,United States,Full-time,Office,Business Intelligence Engineer,Female,28-37,United States,2023-09-03,9,47,Interviewer First,Male,Ethan Williams,Female,United States
L,United States,United States,Full-time,Office,Business Intelligence Engineer,Male,28-37,United States,2022-07-28,9,25,Interviewer First,Male,David Jackson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2024-05-07,8,41,Interviewer Second,Female,James White,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2023-12-05,9,46,Interviewer First,Male,Charlotte Davis,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,18-27,United States,2023-06-25,9,44,Interviewer Second,Female,William Davis,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,18-27,United States,2023-02-20,9,43,Interviewer First,Male,Mia Martinez,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,18-27,United States,2021-11-22,8,18,Interviewer Second,Female,William Harris,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,38-47,United States,2024-01-02,8,33,Interviewer First,Male,Ethan Johnson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2023-05-04,10,20,Interviewer First,Male,Matthew Robinson,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2023-02-18,9,25,Interviewer First,Male,Elizabeth Thompson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,18-27,United States,2022-09-07,8,31,Interviewer First,Male,James Moore,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2023-10-22,10,49,Interviewer Second,Female,Joseph Thomas,Female,United States
M,United Kingdom,United Kingdom,Full-time,Remote,Data Engineer,Male,18-27,United Kingdom,2024-02-02,10,32,Interviewer Second,Female,Sophia Thompson,Male,United Kingdom
M,United Kingdom,United Kingdom,Full-time,Remote,Data Engineer,Male,18-27,United Kingdom,2022-07-19,9,50,Interviewer Second,Female,Alexander Taylor,Male,United Kingdom
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,28-37,United States,2023-12-11,8,19,Interviewer Second,Female,Sophia Miller,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,38-47,United States,2023-11-16,10,54,Interviewer Second,Female,Alexander Robinson,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,38-47,United States,2024-03-05,8,59,Interviewer Second,Female,Elizabeth Davis,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,28-37,United States,2023-10-07,10,37,Interviewer First,Male,Charlotte Robinson,Female,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Female,38-47,United States,2023-07-10,10,29,Interviewer First,Male,Daniel Thomas,Female,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Male,18-27,United States,2023-07-11,9,34,Interviewer First,Male,Emma Martin,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,38-47,United States,2024-01-27,9,40,Interviewer Second,Female,William Moore,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,18-27,United States,2022-11-02,9,42,Interviewer Second,Female,Joseph Thompson,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,18-27,United States,2020-07-31,9,41,Interviewer First,Male,Matthew Taylor,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2022-04-22,9,34,Interviewer Second,Female,Michael Martinez,Male,United States
M,United Kingdom,United Kingdom,Full-time,Office,Data Analyst,Female,38-47,United Kingdom,2023-08-19,8,58,Interviewer Second,Female,William Thomas,Female,United Kingdom
M,United Kingdom,United Kingdom,Full-time,Office,Data Analyst,Male,28-37,United Kingdom,2024-05-07,10,38,Interviewer Second,Female,Olivia Anderson,Male,United Kingdom
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Female,18-27,United States,2022-09-25,8,47,Interviewer First,Male,John Taylor,Female,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Male,18-27,United States,2021-02-17,10,46,Interviewer First,Male,Sophia Martin,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2022-11-12,9,43,Interviewer Second,Female,Alexander Robinson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2023-12-30,10,36,Interviewer First,Male,Ethan Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2022-03-29,9,54,Interviewer Second,Female,Daniel Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2024-01-11,10,24,Interviewer Second,Female,Emma Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,18-27,United States,2023-09-02,10,19,Interviewer First,Male,Emma Wilson,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2024-04-13,9,59,Interviewer First,Male,Isabella Miller,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,38-47,United States,2023-05-28,10,55,Interviewer Second,Female,Ethan Anderson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2022-08-08,9,23,Interviewer Second,Female,James Anderson,Female,United States
L,United States,United States,Full-time,Office,Applied Scientist,Female,18-27,United States,2020-10-12,10,59,Interviewer First,Male,John Miller,Female,United States
L,United States,United States,Full-time,Office,Applied Scientist,Male,18-27,United States,2023-10-19,10,30,Interviewer First,Male,David Wilson,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,28-37,United States,2023-07-19,9,53,Interviewer First,Male,Elizabeth Moore,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,38-47,United States,2024-02-04,8,54,Interviewer Second,Female,Emma Brown,Female,United States
M,United States,United States,Full-time,Remote,Research Scientist,Male,28-37,United States,2023-01-11,10,51,Interviewer First,Male,Joseph White,Male,United States
M,United States,United States,Full-time,Remote,Research Scientist,Female,18-27,United States,2023-03-03,8,53,Interviewer First,Male,Ethan Garcia,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2024-01-13,9,18,Interviewer First,Male,Alexander Davis,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2022-05-07,9,37,Interviewer First,Male,Emily Moore,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2021-04-28,10,48,Interviewer Second,Female,Emma Harris,Male,United States
M,United States,United States,Full-time,Office,Data Science Consultant,Female,28-37,United States,2021-01-23,8,52,Interviewer First,Male,Emily Thompson,Female,United States
M,United States,United States,Full-time,Office,Data Science Consultant,Male,28-37,United States,2021-12-03,9,53,Interviewer Second,Female,Isabella Thompson,Male,United States
M,United States,United States,Full-time,Office,Data Science Consultant,Female,38-47,United States,2024-04-09,10,18,Interviewer First,Male,Isabella Miller,Female,United States
M,United States,United States,Full-time,Office,Data Science Consultant,Male,18-27,United States,2023-07-23,8,44,Interviewer Second,Female,Joseph Martinez,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,28-37,United States,2024-03-18,10,43,Interviewer Second,Female,Isabella Robinson,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,38-47,United States,2024-02-08,8,47,Interviewer Second,Female,Elizabeth Martin,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Scientist,Female,18-27,United States,2024-04-13,9,56,Interviewer Second,Female,Sophia Martinez,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Scientist,Male,18-27,United States,2023-07-16,8,23,Interviewer Second,Female,Abigail Jones,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,38-47,United States,2024-04-16,9,37,Interviewer Second,Female,Abigail Taylor,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,18-27,United States,2023-01-18,10,38,Interviewer First,Male,Emily Moore,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2021-12-18,9,43,Interviewer First,Male,Emma Wilson,Female,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Female,28-37,United States,2020-05-20,8,41,Interviewer First,Male,Olivia Thompson,Female,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Male,38-47,United States,2023-10-29,9,49,Interviewer First,Male,Emily Robinson,Male,United States
L,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2022-05-20,8,43,Interviewer Second,Female,Isabella Thompson,Female,United States
L,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2022-02-08,10,43,Interviewer Second,Female,Mia Jones,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,38-47,United States,2022-10-01,8,43,Interviewer Second,Female,Isabella Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,18-27,United States,2020-10-06,8,55,Interviewer Second,Female,Elizabeth Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2022-03-13,9,58,Interviewer Second,Female,Ava Davis,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2024-04-18,10,54,Interviewer Second,Female,Daniel Williams,Female,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Female,38-47,United States,2023-03-03,10,31,Interviewer Second,Female,Isabella Harris,Female,United States
M,United States,United States,Full-time,Remote,Machine Learning Engineer,Male,18-27,United States,2024-03-15,10,23,Interviewer First,Male,John Anderson,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,28-37,United States,2024-01-06,8,41,Interviewer Second,Female,Joseph White,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,28-37,United States,2021-10-06,10,29,Interviewer Second,Female,David Robinson,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,28-37,United States,2023-03-28,10,22,Interviewer First,Male,Ethan Thompson,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,18-27,United States,2023-10-02,9,52,Interviewer Second,Female,John Thomas,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,38-47,United States,2022-01-12,8,60,Interviewer First,Male,Charlotte Martinez,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,28-37,United States,2023-11-25,10,17,Interviewer First,Male,Michael Garcia,Male,United States
M,United States,United States,Full-time,Remote,Business Intelligence Analyst,Male,18-27,United States,2024-01-18,9,40,Interviewer Second,Female,James Jones,Male,United States
M,United States,United States,Full-time,Remote,Business Intelligence Analyst,Male,28-37,United States,2022-03-03,9,17,Interviewer First,Male,Sophia Miller,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,38-47,United States,2022-06-18,8,25,Interviewer Second,Female,John Anderson,Male,United States
M,United States,United States,Full-time,Remote,Data Analyst,Male,18-27,United States,2021-05-12,9,49,Interviewer Second,Female,Charlotte Jackson,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,18-27,United States,2023-08-03,9,43,Interviewer First,Male,David Harris,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,18-27,United States,2023-11-30,10,23,Interviewer Second,Female,John Jones,Female,United States
M,France,France,Full-time,Hybrid,AI Developer,Male,18-27,France,2023-09-07,10,50,Interviewer Second,Female,William Moore,Male,France
M,United States,United States,Full-time,Office,Data Architect,Male,38-47,United States,2023-12-26,9,27,Interviewer Second,Female,Isabella Harris,Male,United States
M,United States,United States,Full-time,Office,Data Architect,Female,28-37,United States,2022-03-01,9,38,Interviewer Second,Female,Joseph Moore,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2022-10-29,10,31,Interviewer First,Male,Mia Anderson,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2022-12-24,9,44,Interviewer First,Male,Emma Brown,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2024-01-03,9,39,Interviewer First,Male,Daniel Thomas,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2023-12-22,8,25,Interviewer First,Male,Emma Williams,Male,United States
M,United States,United States,Part-time,Office,Data Scientist,Male,38-47,United States,2022-04-09,8,44,Interviewer Second,Female,Ava Thompson,Male,United States
M,United States,United States,Part-time,Office,Data Scientist,Male,38-47,United States,2020-11-25,8,50,Interviewer Second,Female,Emma Wilson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2023-07-14,8,55,Interviewer First,Male,Olivia Brown,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,38-47,United States,2022-05-17,10,31,Interviewer Second,Female,Alexander Davis,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2022-04-07,9,51,Interviewer Second,Female,William Brown,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2023-09-07,9,19,Interviewer Second,Female,Alexander Martinez,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2020-03-29,9,42,Interviewer First,Male,Michael Martin,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2024-01-22,8,24,Interviewer First,Male,Ethan White,Female,United States
M,United States,United States,Full-time,Remote,Research Analyst,Male,38-47,United States,2023-03-27,8,52,Interviewer First,Male,James Smith,Male,United States
M,United States,United States,Full-time,Remote,Research Analyst,Male,28-37,United States,2020-09-10,8,54,Interviewer Second,Female,Abigail Jones,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,28-37,United States,2021-04-25,10,51,Interviewer First,Male,Daniel Robinson,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,38-47,United States,2023-10-05,10,50,Interviewer First,Male,Abigail Johnson,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2020-06-14,8,34,Interviewer First,Male,Ethan Moore,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,18-27,United States,2021-12-06,9,19,Interviewer First,Male,Matthew Smith,Male,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,28-37,United States,2023-07-10,8,25,Interviewer Second,Female,Daniel Thomas,Male,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,28-37,United States,2023-08-18,9,54,Interviewer First,Male,Matthew Miller,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Female,28-37,United States,2024-03-31,9,39,Interviewer First,Male,Ava Martinez,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Engineer,Male,18-27,United States,2024-03-21,10,28,Interviewer Second,Female,Daniel Robinson,Male,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2023-12-07,8,22,Interviewer Second,Female,Ethan Robinson,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2020-11-04,8,35,Interviewer Second,Female,William Miller,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2023-09-11,10,44,Interviewer Second,Female,Emma Brown,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2023-04-22,9,41,Interviewer Second,Female,Elizabeth Jackson,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2024-03-16,8,60,Interviewer First,Male,Joseph Martin,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2022-06-21,8,30,Interviewer Second,Female,Charlotte Martin,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2022-05-15,8,56,Interviewer Second,Female,Olivia Davis,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Male,28-37,United States,2024-04-25,8,32,Interviewer Second,Female,Mia Smith,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2023-10-10,10,57,Interviewer First,Male,Joseph Moore,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2021-05-26,9,60,Interviewer Second,Female,William Thomas,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,28-37,United States,2021-09-14,9,36,Interviewer First,Male,Joseph Miller,Female,United States
M,United States,United States,Full-time,Remote,Data Engineer,Female,28-37,United States,2024-01-18,10,56,Interviewer Second,Female,Ethan Thompson,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,38-47,United States,2023-06-21,8,38,Interviewer Second,Female,Elizabeth Martinez,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,18-27,United States,2022-07-26,9,48,Interviewer Second,Female,Isabella Jones,Female,United States
M,United States,United States,Full-time,Office,Business Intelligence Analyst,Female,38-47,United States,2024-01-22,10,22,Interviewer Second,Female,Matthew Jones,Female,United States
M,United States,United States,Full-time,Office,Business Intelligence Analyst,Male,28-37,United States,2023-11-12,8,59,Interviewer First,Male,John Smith,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Researcher,Female,38-47,United States,2022-02-14,8,54,Interviewer First,Male,Mia Johnson,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Researcher,Male,38-47,United States,2021-08-06,9,25,Interviewer Second,Female,John Taylor,Male,United States
M,United States,United States,Full-time,Office,Machine Learning Researcher,Female,28-37,United States,2022-07-12,8,33,Interviewer First,Male,Sophia Martinez,Female,United States
M,United States,United States,Full-time,Office,Machine Learning Researcher,Male,28-37,United States,2022-11-12,8,37,Interviewer First,Male,Elizabeth Brown,Male,United States
M,United States,United States,Full-time,Office,AI Engineer,Female,18-27,United States,2022-10-12,8,37,Interviewer First,Male,Emily Jackson,Female,United States
M,United States,United States,Full-time,Office,AI Engineer,Male,28-37,United States,2021-10-04,8,48,Interviewer First,Male,James Johnson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2023-12-29,8,55,Interviewer First,Male,John Brown,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2023-03-10,10,37,Interviewer Second,Female,Ethan Jones,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2020-12-09,9,60,Interviewer First,Male,Charlotte Williams,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2023-03-27,10,36,Interviewer First,Male,Ethan Garcia,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,38-47,United States,2022-04-19,8,42,Interviewer Second,Female,Matthew Brown,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,38-47,United States,2024-01-28,9,60,Interviewer Second,Female,Daniel Martin,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,28-37,United States,2023-12-20,8,54,Interviewer First,Male,Elizabeth Thomas,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,38-47,United States,2022-12-08,8,47,Interviewer First,Male,Michael Anderson,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Female,28-37,United States,2023-11-24,10,17,Interviewer First,Male,Elizabeth Miller,Female,United States
M,United States,United States,Full-time,Office,Data Analyst,Male,28-37,United States,2021-08-09,10,41,Interviewer Second,Female,Olivia Harris,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,18-27,United States,2021-03-23,9,26,Interviewer First,Male,Sophia Martinez,Female,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,38-47,United States,2023-07-16,10,25,Interviewer First,Male,Sophia Jackson,Female,United States
M,United States,United States,Full-time,Remote,Data Architect,Male,18-27,United States,2021-11-16,9,35,Interviewer Second,Female,John Jones,Male,United States
M,United States,United States,Full-time,Remote,Data Architect,Female,28-37,United States,2023-12-03,10,46,Interviewer Second,Female,Charlotte Jones,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,28-37,United States,2023-10-08,10,16,Interviewer First,Male,Abigail Harris,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2022-04-23,8,42,Interviewer First,Male,Matthew Garcia,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,18-27,United States,2022-07-28,10,49,Interviewer First,Male,Ava Harris,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,38-47,United States,2021-10-08,8,42,Interviewer Second,Female,Daniel Miller,Male,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,28-37,United States,2022-11-01,8,54,Interviewer Second,Female,Elizabeth White,Male,United States
M,United States,United States,Full-time,Office,Research Scientist,Male,28-37,United States,2023-06-01,10,60,Interviewer First,Male,Michael White,Male,United States
M,Canada,Canada,Full-time,Remote,Machine Learning Engineer,Female,38-47,Canada,2023-07-02,9,56,Interviewer First,Male,Emma Davis,Female,Canada
M,Canada,Canada,Full-time,Remote,Machine Learning Engineer,Male,18-27,Canada,2024-03-01,8,48,Interviewer Second,Female,Abigail Johnson,Male,Canada
M,United States,United States,Full-time,Remote,Data Engineer,Male,28-37,United States,2021-12-08,10,26,Interviewer Second,Female,Emily Martinez,Male,United States
M,United States,United States,Full-time,Remote,Data Engineer,Male,38-47,United States,2024-03-06,8,28,Interviewer Second,Female,Ethan Thomas,Male,United States
M,United States,United States,Full-time,Remote,Data Scientist,Female,18-27,United States,2023-05-20,9,52,Interviewer Second,Female,Daniel Miller,Female,United States
M,United States,United States,Full-time,Remote,Data Scientist,Male,28-37,United States,2023-09-14,8,19,Interviewer Second,Female,Ethan Williams,Male,United States
M,United States,United States,Full-time,Office,Data Scientist,Female,28-37,United States,2023-11-17,10,46,Interviewer First,Male,Abigail Robinson,Female,United States
M,United States,United States,Full-time,Office,Data Engineer,Male,38-47,United States,2023-09-20,9,45,Interviewer First,Male,Olivia Robinson,Male,United States
M,United States,United States,Full-time,Office,Data Engineer,Female,18-27,United States,2023-06-06,8,45,Interviewer Second,Female,James Harris,Female,United States
M,United States,United States,Full-time,Remote,Data Manager,Male,18-27,United States,2024-01-22,9,42,Interviewer First,Male,Olivia Brown,Male,United States
M,United States,United States,Full-time,Remote,Data Manager,Male,18-27,United States,2023-03-05,9,41,Interviewer Second,Female,Elizabeth Martin,Male,United States
